# CDet hierarchical eight-pixel-group timing diagnostic
# reference median of valid individual centroids
# manual LE-versus-TOT cuts:  (loaded 0)
# pixel bar group entries manual_2d_cut source broad_mu_ns group_mu_ns used_mu_ns used_mu_err_ns used_sigma_ns correction_ns total_offset_ns fit_status reason
69 4 8 3 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
70 4 8 4 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
71 4 8 10 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
72 4 9 36 0 group_fallback -6.44115 -6.61733 -6.61733 0.18506 2.44781 0.550699 6.702 0 "individual constrained fit failed quality criteria"
73 4 9 32 0 group_fallback nan -6.61733 -6.61733 0.18506 2.44781 0.550699 5.32129 -1 "insufficient individual entries"
74 4 9 42 0 group_fallback -10.2091 -6.61733 -6.61733 0.18506 2.44781 0.550699 8.31437 0 "individual constrained fit failed quality criteria"
75 4 9 40 0 individual_fit -4.81422 -6.61733 -4.89239 0.440658 0.91488 2.27564 7.04624 0 "valid constrained fit"
76 4 9 46 0 group_fallback -6.87088 -6.61733 -6.61733 0.18506 2.44781 0.550699 6.50672 0 "individual constrained fit failed quality criteria"
77 4 9 37 0 individual_fit -3.78458 -6.61733 -3.78199 0.190412 0.500001 3.38604 8.15663 0 "valid constrained fit"
78 4 9 33 0 group_fallback nan -6.61733 -6.61733 0.18506 2.44781 0.550699 5.32129 -1 "insufficient individual entries"
79 4 9 0 0 unused nan -6.61733 nan nan nan 0 0 -1 "known unused pixel"
80 5 10 9 0 group_fallback nan -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 -1 "insufficient individual entries"
81 5 10 5 0 group_fallback nan -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 -1 "insufficient individual entries"
82 5 10 30 0 group_fallback nan -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 -1 "insufficient individual entries"
83 5 10 0 0 unused nan -5.18639 nan nan nan 0 0 -1 "known unused pixel"
84 5 10 18 0 group_fallback nan -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 -1 "insufficient individual entries"
85 5 10 2 0 group_fallback nan -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 -1 "insufficient individual entries"
86 5 10 36 0 group_fallback 2.47295 -5.18639 -5.18639 0.391325 2.04441 1.98164 4.56745 0 "individual constrained fit failed quality criteria"
87 5 10 40 0 group_fallback -5.32559 -5.18639 -5.18639 0.391325 2.04441 1.98164 7.46807 0 "individual constrained fit failed quality criteria"
88 5 11 4 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
89 5 11 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
90 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
91 5 11 2 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
92 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
93 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
94 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
95 5 11 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
96 6 12 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
97 6 12 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
98 6 12 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
99 6 12 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
100 6 12 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
101 6 12 64 0 individual_broad_fallback -8.67363 nan -8.67363 1.1132 4.11589 -1.5056 7.43355 0 "valid broad individual fit after invalid group fit"
102 6 12 20 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
103 6 12 2 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
104 6 13 27 0 group_fallback nan -7.48155 -7.48155 0.247227 2.98311 -0.31352 6.96033 -1 "insufficient individual entries"
105 6 13 70 0 individual_fit -9.0639 -7.48155 -7.90709 0.318396 0.819521 -0.739058 8.30198 0 "valid constrained fit"
106 6 13 80 0 individual_fit -7.16195 -7.48155 -6.17306 1.43871 4.2547 0.99497 7.74429 0 "valid constrained fit"
107 6 13 32 0 group_fallback nan -7.48155 -7.48155 0.247227 2.98311 -0.31352 6.96033 -1 "insufficient individual entries"
108 6 13 49 0 group_fallback -5.27845 -7.48155 -7.48155 0.247227 2.98311 -0.31352 6.96033 0 "individual constrained fit failed quality criteria"
109 6 13 0 0 unused nan -7.48155 nan nan nan 0 0 -1 "known unused pixel"
110 6 13 73 0 group_fallback -5.68553 -7.48155 -7.48155 0.247227 2.98311 -0.31352 5.36331 0 "individual constrained fit failed quality criteria"
111 6 13 0 0 unused nan -7.48155 nan nan nan 0 0 -1 "known unused pixel"
112 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
113 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
114 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
115 7 14 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
116 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
117 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
118 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
119 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
120 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
121 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
122 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
123 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
124 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
125 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
126 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
127 7 15 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
128 8 16 13 0 group_fallback nan -5.89728 -5.89728 0.157118 2.6136 1.27076 4.8769 -1 "insufficient individual entries"
129 8 16 47 0 group_fallback -3.03174 -5.89728 -5.89728 0.157118 2.6136 1.27076 4.00937 4 "individual constrained fit failed quality criteria"
130 8 16 41 0 group_fallback -4.87269 -5.89728 -5.89728 0.157118 2.6136 1.27076 5.46085 0 "individual constrained fit failed quality criteria"
131 8 16 12 0 group_fallback nan -5.89728 -5.89728 0.157118 2.6136 1.27076 4.8769 -1 "insufficient individual entries"
132 8 16 58 0 group_fallback -7.39817 -5.89728 -5.89728 0.157118 2.6136 1.27076 5.95541 0 "individual constrained fit failed quality criteria"
133 8 16 46 0 individual_fit -6.04642 -5.89728 -5.91093 0.893818 2.23033 1.2571 4.54126 0 "valid constrained fit"
134 8 16 63 0 individual_fit -5.59161 -5.89728 -6.69585 0.443144 2.18645 0.472185 4.07833 0 "valid constrained fit"
135 8 16 64 0 individual_fit -6.58045 -5.89728 -6.23583 0.48639 1.26003 0.932207 3.37175 0 "valid constrained fit"
136 8 17 156 0 individual_fit -5.40432 -6.654 -5.6052 0.268765 1.6856 1.56283 4.96039 0 "valid constrained fit"
137 8 17 125 0 individual_fit -7.22423 -6.654 -7.19478 0.436972 2.13237 -0.0267487 3.16206 0 "valid constrained fit"
138 8 17 95 0 individual_fit -7.12118 -6.654 -7.11639 0.482075 2.26756 0.051644 3.93294 0 "valid constrained fit"
139 8 17 161 0 individual_fit -6.80577 -6.654 -6.87031 0.793757 2.92135 0.297721 4.57712 0 "valid constrained fit"
140 8 17 0 0 unused nan -6.654 nan nan nan 0 0 -1 "known unused pixel"
141 8 17 136 0 individual_fit -7.2155 -6.654 -7.1826 0.310052 1.37066 -0.0145671 3.31933 0 "valid constrained fit"
142 8 17 12 0 group_fallback nan -6.654 -6.654 0.128766 2.94711 0.514035 3.91159 -1 "insufficient individual entries"
143 8 17 0 0 unused nan -6.654 nan nan nan 0 0 -1 "known unused pixel"
144 9 18 63 0 individual_fit -7.82604 -7.59939 -8.5625 0.660715 1.98912 -1.39447 3.0552 0 "valid constrained fit"
145 9 18 0 0 unused nan -7.59939 nan nan nan 0 0 -1 "known unused pixel"
146 9 18 12 0 group_fallback nan -7.59939 -7.59939 0.262546 2.83711 -0.431353 1.0568 -1 "insufficient individual entries"
147 9 18 0 0 group_fallback nan -7.59939 -7.59939 0.262546 2.83711 -0.431353 1.0568 -1 "insufficient individual entries"
148 9 18 53 0 group_fallback -7.02038 -7.59939 -7.59939 0.262546 2.83711 -0.431353 3.31963 0 "individual constrained fit failed quality criteria"
149 9 18 32 0 group_fallback nan -7.59939 -7.59939 0.262546 2.83711 -0.431353 1.0568 -1 "insufficient individual entries"
150 9 18 22 0 group_fallback nan -7.59939 -7.59939 0.262546 2.83711 -0.431353 1.0568 -1 "insufficient individual entries"
151 9 18 18 0 group_fallback nan -7.59939 -7.59939 0.262546 2.83711 -0.431353 1.0568 -1 "insufficient individual entries"
152 9 19 70 0 individual_fit -6.667 -6.13801 -6.64668 0.521652 1.86877 0.521348 3.33411 0 "valid constrained fit"
153 9 19 180 0 individual_fit -6.12316 -6.13801 -6.40489 0.487445 2.61817 0.763142 3.5019 0 "valid constrained fit"
154 9 19 509 0 individual_fit -6.64352 -6.13801 -5.71332 0.306311 2.62081 1.45471 4.3129 0 "valid constrained fit"
155 9 19 483 0 individual_fit -6.74165 -6.13801 -6.05163 0.191471 1.95077 1.1164 3.28637 0 "valid constrained fit"
156 9 19 0 0 unused nan -6.13801 nan nan nan 0 0 -1 "known unused pixel"
157 9 19 49 0 individual_fit -8.15551 -6.13801 -7.70806 0.467344 1.04303 -0.540024 1.86153 0 "valid constrained fit"
158 9 19 520 0 group_fallback -4.53813 -6.13801 -6.13801 0.0588568 2.60641 1.03002 3.43158 0 "individual constrained fit failed quality criteria"
159 9 19 468 0 individual_fit -6.28345 -6.13801 -6.08374 0.225576 1.89023 1.0843 5.06226 0 "valid constrained fit"
160 10 20 229 0 group_fallback -6.0769 -6.73441 -6.73441 0.101444 2.59006 0.433622 3.73809 0 "individual constrained fit failed quality criteria"
161 10 20 0 0 group_fallback nan -6.73441 -6.73441 0.101444 2.59006 0.433622 -0.923456 -1 "insufficient individual entries"
162 10 20 101 0 individual_fit -7.50106 -6.73441 -7.13761 0.308547 1.33028 0.0304277 -1.32665 0 "valid constrained fit"
163 10 20 161 0 individual_fit -6.92088 -6.73441 -6.39517 0.408282 1.79061 0.772858 0.705672 0 "valid constrained fit"
164 10 20 142 0 group_fallback -5.39064 -6.73441 -6.73441 0.101444 2.59006 0.433622 -1.85383 0 "individual constrained fit failed quality criteria"
165 10 20 52 0 individual_fit -6.94228 -6.73441 -6.50642 0.862666 2.06555 0.661617 -1.46778 0 "valid constrained fit"
166 10 20 28 0 group_fallback nan -6.73441 -6.73441 0.101444 2.59006 0.433622 -0.923456 -1 "insufficient individual entries"
167 10 20 149 0 individual_fit -7.76479 -6.73441 -7.58449 0.607119 1.91208 -0.416455 -1.07523 0 "valid constrained fit"
168 10 21 155 0 group_fallback -7.67131 -7.25018 -7.25018 0.0851691 2.76789 -0.0821473 0.381912 0 "individual constrained fit failed quality criteria"
169 10 21 378 0 individual_fit -7.111 -7.25018 -7.00671 0.383486 2.88731 0.161318 0.959611 0 "valid constrained fit"
170 10 21 342 0 individual_fit -7.18652 -7.25018 -7.62873 0.393253 2.39695 -0.460698 -1.47968 0 "valid constrained fit"
171 10 21 100 0 individual_fit -7.09833 -7.25018 -6.62797 0.574228 2.51303 0.540068 -0.251385 0 "valid constrained fit"
172 10 21 0 0 unused nan -7.25018 nan nan nan 0 0 -1 "known unused pixel"
173 10 21 23 0 group_fallback nan -7.25018 -7.25018 0.0851691 2.76789 -0.0821473 -0.692626 -1 "insufficient individual entries"
174 10 21 271 0 group_fallback -7.02293 -7.25018 -7.25018 0.0851691 2.76789 -0.0821473 -0.692626 0 "individual constrained fit failed quality criteria"
175 10 21 0 0 unused nan -7.25018 nan nan nan 0 0 -1 "known unused pixel"
176 11 22 0 0 unused nan -6.70351 nan nan nan 0 0 -1 "known unused pixel"
177 11 22 15 0 group_fallback nan -6.70351 -6.70351 0.123968 2.68729 0.46452 -0.128189 -1 "insufficient individual entries"
178 11 22 30 0 group_fallback nan -6.70351 -6.70351 0.123968 2.68729 0.46452 -0.128189 -1 "insufficient individual entries"
179 11 22 39 0 individual_fit -6.2881 -6.70351 -6.34723 0.479686 1.56993 0.820802 -0.94267 0 "valid constrained fit"
180 11 22 98 0 individual_fit -6.68493 -6.70351 -6.42274 0.35836 1.93242 0.745296 -0.819069 0 "valid constrained fit"
181 11 22 14 0 group_fallback nan -6.70351 -6.70351 0.123968 2.68729 0.46452 -0.128189 -1 "insufficient individual entries"
182 11 22 96 0 group_fallback -4.83479 -6.70351 -6.70351 0.123968 2.68729 0.46452 -3.20114 0 "individual constrained fit failed quality criteria"
183 11 22 352 0 individual_fit -6.63203 -6.70351 -6.20034 0.494944 2.89717 0.967693 3.01749 0 "valid constrained fit"
184 11 23 444 0 individual_fit -5.91501 -6.22187 -4.80792 0.298883 1.94625 2.36011 4.28958 0 "valid constrained fit"
185 11 23 13 0 group_fallback nan -6.22187 -6.22187 0.130303 2.62448 0.946163 0.347569 -1 "insufficient individual entries"
186 11 23 38 0 individual_fit -5.70152 -6.22187 -5.793 0.564237 1.17132 1.37503 -1.07431 0 "valid constrained fit"
187 11 23 31 0 group_fallback nan -6.22187 -6.22187 0.130303 2.62448 0.946163 0.347569 -1 "insufficient individual entries"
188 11 23 0 0 unused nan -6.22187 nan nan nan 0 0 -1 "known unused pixel"
189 11 23 82 0 individual_fit -6.82877 -6.22187 -6.29619 0.389033 1.52658 0.871846 0.273252 0 "valid constrained fit"
190 11 23 7 0 group_fallback nan -6.22187 -6.22187 0.130303 2.62448 0.946163 0.347569 -1 "insufficient individual entries"
191 11 23 21 0 group_fallback nan -6.22187 -6.22187 0.130303 2.62448 0.946163 0.347569 -1 "insufficient individual entries"
192 12 24 297 0 individual_fit -4.67859 -5.85974 -4.36414 0.289867 2.33272 2.80389 9.8412 0 "valid constrained fit"
193 12 24 21 0 group_fallback nan -5.85974 -5.85974 0.173875 2.97873 1.30829 6.7157 -1 "insufficient individual entries"
194 12 24 11 0 group_fallback nan -5.85974 -5.85974 0.173875 2.97873 1.30829 6.7157 -1 "insufficient individual entries"
195 12 24 0 0 unused nan -5.85974 nan nan nan 0 0 -1 "known unused pixel"
196 12 24 64 0 group_fallback -9.08559 -5.85974 -5.85974 0.173875 2.97873 1.30829 7.8554 0 "individual constrained fit failed quality criteria"
197 12 24 43 0 group_fallback -6.93158 -5.85974 -5.85974 0.173875 2.97873 1.30829 6.7157 0 "individual constrained fit failed quality criteria"
198 12 24 73 0 individual_fit -5.47627 -5.85974 -5.15206 1.16882 2.0401 2.01597 5.13507 0 "valid constrained fit"
199 12 24 0 0 unused nan -5.85974 nan nan nan 0 0 -1 "known unused pixel"
200 12 25 3 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
201 12 25 8 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
202 12 25 7 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
203 12 25 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
204 12 25 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
205 12 25 12 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
206 12 25 9 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
207 12 25 10 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
208 13 26 64 0 group_fallback -2.9655 -4.91651 -4.91651 0.099153 3.07986 2.25153 5.26486 0 "individual constrained fit failed quality criteria"
209 13 26 212 0 individual_fit -7.62814 -4.91651 -5.16328 0.477187 1.35362 2.00476 5.45564 0 "valid constrained fit"
210 13 26 281 0 group_fallback -5.92747 -4.91651 -4.91651 0.099153 3.07986 2.25153 5.39022 0 "individual constrained fit failed quality criteria"
211 13 26 234 0 individual_fit -5.16387 -4.91651 -5.44739 0.225405 1.7602 1.72065 2.04688 0 "valid constrained fit"
212 13 26 105 0 group_fallback -5.80163 -4.91651 -4.91651 0.099153 3.07986 2.25153 4.74506 0 "individual constrained fit failed quality criteria"
213 13 26 0 0 unused nan -4.91651 nan nan nan 0 0 -1 "known unused pixel"
214 13 26 231 0 individual_fit -5.17877 -4.91651 -5.50595 0.169778 1.38541 1.66208 0.320824 0 "valid constrained fit"
215 13 26 259 0 individual_fit -4.65394 -4.91651 -5.22716 0.208202 1.69996 1.94087 0.666494 0 "valid constrained fit"
216 13 27 45 0 group_fallback -2.39737 -4.16744 -4.16744 0.334158 2.89692 3.0006 0.218536 0 "individual constrained fit failed quality criteria"
217 13 27 75 0 individual_fit -5.27589 -4.16744 -5.37211 0.281316 0.888451 1.79592 -0.178498 0 "valid constrained fit"
218 13 27 25 0 group_fallback nan -4.16744 -4.16744 0.334158 2.89692 3.0006 3.87455 -1 "insufficient individual entries"
219 13 27 25 0 group_fallback nan -4.16744 -4.16744 0.334158 2.89692 3.0006 3.87455 -1 "insufficient individual entries"
220 13 27 0 0 unused nan -4.16744 nan nan nan 0 0 -1 "known unused pixel"
221 13 27 27 0 group_fallback nan -4.16744 -4.16744 0.334158 2.89692 3.0006 3.87455 -1 "insufficient individual entries"
222 13 27 15 0 group_fallback nan -4.16744 -4.16744 0.334158 2.89692 3.0006 3.87455 -1 "insufficient individual entries"
223 13 27 0 0 group_fallback nan -4.16744 -4.16744 0.334158 2.89692 3.0006 3.87455 -1 "insufficient individual entries"
224 14 28 51 0 individual_fit -7.96117 -5.65419 -7.94044 0.404103 1.15169 -0.772409 5.60039 0 "valid constrained fit"
225 14 28 12 0 group_fallback nan -5.65419 -5.65419 0.175081 2.73991 1.51384 3.72959 -1 "insufficient individual entries"
226 14 28 26 0 group_fallback nan -5.65419 -5.65419 0.175081 2.73991 1.51384 3.72959 -1 "insufficient individual entries"
227 14 28 70 0 individual_fit -5.37376 -5.65419 -5.52496 0.357035 1.22773 1.64307 5.26352 0 "valid constrained fit"
228 14 28 42 0 individual_fit -5.21073 -5.65419 -5.33591 0.725714 1.75112 1.83212 3.13592 0 "valid constrained fit"
229 14 28 41 0 group_fallback -8.04512 -5.65419 -5.65419 0.175081 2.73991 1.51384 2.50314 0 "individual constrained fit failed quality criteria"
230 14 28 47 0 group_fallback -5.04529 -5.65419 -5.65419 0.175081 2.73991 1.51384 2.60383 0 "individual constrained fit failed quality criteria"
231 14 28 48 0 group_fallback -4.34187 -5.65419 -5.65419 0.175081 2.73991 1.51384 3.12549 0 "individual constrained fit failed quality criteria"
232 14 29 89 0 individual_fit -5.63261 -5.45637 -6.20875 0.634269 2.12376 0.959286 1.96177 0 "valid constrained fit"
233 14 29 160 0 group_fallback -6.20624 -5.45637 -5.45637 0.10247 2.7333 1.71167 3.45249 0 "individual constrained fit failed quality criteria"
234 14 29 205 0 individual_fit -6.2858 -5.45637 -5.8608 0.26008 1.75051 1.30723 3.60438 0 "valid constrained fit"
235 14 29 156 0 individual_fit -5.58629 -5.45637 -5.37808 0.213324 1.25832 1.78996 3.07226 0 "valid constrained fit"
236 14 29 0 0 unused nan -5.45637 nan nan nan 0 0 -1 "known unused pixel"
237 14 29 168 0 individual_fit -4.75179 -5.45637 -4.92359 0.409777 1.7769 2.24444 1.05792 0 "valid constrained fit"
238 14 29 89 0 individual_fit -4.15667 -5.45637 -4.33299 0.762034 1.90087 2.83505 1.85331 0 "valid constrained fit"
239 14 29 0 0 unused nan -5.45637 nan nan nan 0 0 -1 "known unused pixel"
