# CDet hierarchical eight-pixel-group timing diagnostic
# reference median of valid individual centroids
# pixel bar group entries source broad_mu_ns group_mu_ns used_mu_ns used_mu_err_ns used_sigma_ns correction_ns total_offset_ns fit_status reason
47 2 5 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
48 3 6 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
49 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
50 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
51 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
52 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
53 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
54 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
55 3 6 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
56 3 7 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
57 3 7 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
58 3 7 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
59 3 7 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
60 3 7 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
61 3 7 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
62 3 7 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
63 3 7 9 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
64 4 8 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
65 4 8 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
66 4 8 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
67 4 8 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
68 4 8 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
69 4 8 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
70 4 8 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
71 4 8 10 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
72 4 9 38 individual_fit -3.19166 -4.17972 -2.75551 0.212216 0.5 6.13775 6.13775 0 "valid constrained fit"
73 4 9 34 group_fallback nan -4.17972 -4.17972 0.159246 2.04278 4.71354 4.71354 -1 "insufficient individual entries"
74 4 9 42 individual_fit -3.80783 -4.17972 -4.44602 0.299902 0.54748 4.44724 4.44724 0 "valid constrained fit"
75 4 9 42 group_fallback -3.73621 -4.17972 -4.17972 0.159246 2.04278 4.71354 4.71354 0 "individual constrained fit failed quality criteria"
76 4 9 48 group_fallback -3.66589 -4.17972 -4.17972 0.159246 2.04278 4.71354 4.71354 0 "individual constrained fit failed quality criteria"
77 4 9 41 individual_fit -3.06539 -4.17972 -2.51788 0.429902 1.73721 6.37538 6.37538 0 "valid constrained fit"
78 4 9 36 group_fallback -5.22112 -4.17972 -4.17972 0.159246 2.04278 4.71354 4.71354 0 "individual constrained fit failed quality criteria"
79 4 9 0 unused nan -4.17972 nan nan nan 0 0 -1 "known unused pixel"
80 5 10 10 group_fallback nan -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 -1 "insufficient individual entries"
81 5 10 5 group_fallback nan -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 -1 "insufficient individual entries"
82 5 10 32 group_fallback nan -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 -1 "insufficient individual entries"
83 5 10 0 unused nan -3.21785 nan nan nan 0 0 -1 "known unused pixel"
84 5 10 18 group_fallback nan -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 -1 "insufficient individual entries"
85 5 10 3 group_fallback nan -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 -1 "insufficient individual entries"
86 5 10 56 individual_fit 7.76758 -3.21785 2.63946 0.217437 0.5 11.5327 11.5327 0 "valid constrained fit"
87 5 10 68 group_fallback -1.2236 -3.21785 -3.21785 0.664546 3.70372 5.67541 5.67541 0 "individual constrained fit failed quality criteria"
88 5 11 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
89 5 11 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
90 5 11 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
91 5 11 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
92 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
93 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
94 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
95 5 11 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
96 6 12 1 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
97 6 12 0 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
98 6 12 0 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
99 6 12 0 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
100 6 12 12 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
101 6 12 89 individual_fit 1.38027 1.91077 1.74516 0.880305 2.60892 10.6384 10.6384 0 "valid constrained fit"
102 6 12 34 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
103 6 12 9 group_fallback nan 1.91077 1.91077 0.362381 3.14425 10.804 10.804 -1 "insufficient individual entries"
104 6 13 33 group_fallback nan -0.128555 -0.128555 0.305173 4.04258 8.7647 8.7647 -1 "insufficient individual entries"
105 6 13 98 individual_fit 1.78778 -0.128555 1.78761 0.782015 3.33941 10.6809 10.6809 0 "valid constrained fit"
106 6 13 80 group_fallback -1.52373 -0.128555 -0.128555 0.305173 4.04258 8.7647 8.7647 0 "individual constrained fit failed quality criteria"
107 6 13 39 group_fallback 2.55523 -0.128555 -0.128555 0.305173 4.04258 8.7647 8.7647 0 "individual constrained fit failed quality criteria"
108 6 13 80 individual_fit 1.82138 -0.128555 1.82024 0.864329 3.73873 10.7135 10.7135 0 "valid constrained fit"
109 6 13 0 unused nan -0.128555 nan nan nan 0 0 -1 "known unused pixel"
110 6 13 75 individual_fit -3.30246 -0.128555 -3.30212 0.421376 2.28842 5.59114 5.59114 0 "valid constrained fit"
111 6 13 0 unused nan -0.128555 nan nan nan 0 0 -1 "known unused pixel"
112 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
113 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
114 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
115 7 14 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
116 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
117 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
118 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
119 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
120 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
121 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
122 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
123 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
124 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
125 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
126 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
127 7 15 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
128 8 16 13 group_fallback nan -5.38717 -5.38717 0.120423 2.04339 3.50609 3.50609 -1 "insufficient individual entries"
129 8 16 47 group_fallback -6.32833 -5.38717 -5.38717 0.120423 2.04339 3.50609 3.50609 0 "individual constrained fit failed quality criteria"
130 8 16 46 individual_fit -4.96317 -5.38717 -4.66344 0.248154 0.5 4.22982 4.22982 0 "valid constrained fit"
131 8 16 14 group_fallback nan -5.38717 -5.38717 0.120423 2.04339 3.50609 3.50609 -1 "insufficient individual entries"
132 8 16 62 group_fallback -4.53902 -5.38717 -5.38717 0.120423 2.04339 3.50609 3.50609 0 "individual constrained fit failed quality criteria"
133 8 16 48 individual_fit -5.92833 -5.38717 -5.88964 0.370005 1.0892 3.00362 3.00362 0 "valid constrained fit"
134 8 16 71 group_fallback -4.26017 -5.38717 -5.38717 0.120423 2.04339 3.50609 3.50609 0 "individual constrained fit failed quality criteria"
135 8 16 72 individual_fit -6.46429 -5.38717 -6.15013 0.432651 1.02272 2.74313 2.74313 0 "valid constrained fit"
136 8 17 168 group_fallback -4.09191 -5.40104 -5.40104 0.0924837 2.13247 3.49222 3.49222 0 "individual constrained fit failed quality criteria"
137 8 17 134 group_fallback -6.03582 -5.40104 -5.40104 0.0924837 2.13247 3.49222 3.49222 0 "individual constrained fit failed quality criteria"
138 8 17 104 individual_fit -5.55486 -5.40104 -4.94004 0.26533 1.07578 3.95322 3.95322 0 "valid constrained fit"
139 8 17 170 individual_fit -4.6873 -5.40104 -4.51714 0.333353 1.66024 4.37612 4.37612 0 "valid constrained fit"
140 8 17 0 unused nan -5.40104 nan nan nan 0 0 -1 "known unused pixel"
141 8 17 147 individual_fit -6.24526 -5.40104 -6.25649 0.538369 2.05289 2.63677 2.63677 0 "valid constrained fit"
142 8 17 12 group_fallback nan -5.40104 -5.40104 0.0924837 2.13247 3.49222 3.49222 -1 "insufficient individual entries"
143 8 17 0 unused nan -5.40104 nan nan nan 0 0 -1 "known unused pixel"
144 9 18 65 individual_fit -4.23685 -6.54187 -4.21537 0.270908 0.62672 4.67789 4.67789 0 "valid constrained fit"
145 9 18 0 unused nan -6.54187 nan nan nan 0 0 -1 "known unused pixel"
146 9 18 12 group_fallback nan -6.54187 -6.54187 0.243888 2.55138 2.35138 2.35138 -1 "insufficient individual entries"
147 9 18 0 group_fallback nan -6.54187 -6.54187 0.243888 2.55138 2.35138 2.35138 -1 "insufficient individual entries"
148 9 18 58 individual_fit -5.43725 -6.54187 -5.26258 0.564573 1.70235 3.63068 3.63068 0 "valid constrained fit"
149 9 18 34 group_fallback nan -6.54187 -6.54187 0.243888 2.55138 2.35138 2.35138 -1 "insufficient individual entries"
150 9 18 25 group_fallback nan -6.54187 -6.54187 0.243888 2.55138 2.35138 2.35138 -1 "insufficient individual entries"
151 9 18 21 group_fallback nan -6.54187 -6.54187 0.243888 2.55138 2.35138 2.35138 -1 "insufficient individual entries"
152 9 19 77 individual_fit -5.83874 -6.38135 -5.73905 0.369084 1.28296 3.15421 3.15421 0 "valid constrained fit"
153 9 19 189 group_fallback -6.23205 -6.38135 -6.38135 0.0512038 2.04211 2.51191 2.51191 0 "individual constrained fit failed quality criteria"
154 9 19 527 group_fallback -6.52535 -6.38135 -6.38135 0.0512038 2.04211 2.51191 2.51191 0 "individual constrained fit failed quality criteria"
155 9 19 489 individual_fit -7.43728 -6.38135 -6.78037 0.290534 1.61243 2.11289 2.11289 0 "valid constrained fit"
156 9 19 0 unused nan -6.38135 nan nan nan 0 0 -1 "known unused pixel"
157 9 19 51 group_fallback -9.49108 -6.38135 -6.38135 0.0512038 2.04211 2.51191 2.51191 0 "individual constrained fit failed quality criteria"
158 9 19 531 group_fallback -5.53337 -6.38135 -6.38135 0.0512038 2.04211 2.51191 2.51191 0 "individual constrained fit failed quality criteria"
159 9 19 482 individual_fit -5.51601 -6.38135 -5.0719 0.383392 2.00011 3.82136 3.82136 0 "valid constrained fit"
160 10 20 246 individual_fit -5.95326 -9.30522 -5.16704 0.896783 2.64548 3.72622 3.72622 0 "valid constrained fit"
161 10 20 0 group_fallback nan -9.30522 -9.30522 0.11168 2.71686 -0.411957 -0.411957 -1 "insufficient individual entries"
162 10 20 103 group_fallback -11.8433 -9.30522 -9.30522 0.11168 2.71686 -0.411957 -0.411957 0 "individual constrained fit failed quality criteria"
163 10 20 165 individual_fit -8.88612 -9.30522 -8.66486 0.19417 1.37379 0.228403 0.228403 0 "valid constrained fit"
164 10 20 144 individual_fit -10.5601 -9.30522 -10.3393 0.257938 1.90288 -1.446 -1.446 0 "valid constrained fit"
165 10 20 53 individual_fit -10.9296 -9.30522 -11.2015 0.442136 1.14739 -2.30825 -2.30825 0 "valid constrained fit"
166 10 20 29 group_fallback nan -9.30522 -9.30522 0.11168 2.71686 -0.411957 -0.411957 -1 "insufficient individual entries"
167 10 20 152 individual_fit -9.25661 -9.30522 -9.49017 0.486871 2.06912 -0.596907 -0.596907 0 "valid constrained fit"
168 10 21 161 individual_fit -8.61413 -9.20662 -8.34685 0.359353 1.68038 0.546406 0.546406 0 "valid constrained fit"
169 10 21 388 individual_fit -8.08135 -9.20662 -8.15817 0.229578 1.3188 0.735089 0.735089 0 "valid constrained fit"
170 10 21 347 individual_fit -9.77053 -9.20662 -9.61237 0.356925 1.93608 -0.719113 -0.719113 0 "valid constrained fit"
171 10 21 100 individual_fit -9.92502 -9.20662 -9.44825 0.31567 1.21628 -0.554986 -0.554986 0 "valid constrained fit"
172 10 21 0 unused nan -9.20662 nan nan nan 0 0 -1 "known unused pixel"
173 10 21 23 group_fallback nan -9.20662 -9.20662 0.0653716 2.11432 -0.313358 -0.313358 -1 "insufficient individual entries"
174 10 21 274 individual_fit -9.90809 -9.20662 -9.87471 0.310901 2.608 -0.981447 -0.981447 0 "valid constrained fit"
175 10 21 0 unused nan -9.20662 nan nan nan 0 0 -1 "known unused pixel"
176 11 22 0 unused nan -9.1511 nan nan nan 0 0 -1 "known unused pixel"
177 11 22 15 group_fallback nan -9.1511 -9.1511 0.135486 2.83258 -0.257837 -0.257837 -1 "insufficient individual entries"
178 11 22 29 group_fallback nan -9.1511 -9.1511 0.135486 2.83258 -0.257837 -0.257837 -1 "insufficient individual entries"
179 11 22 40 individual_fit -10.7891 -9.1511 -10.7893 0.426351 1.32891 -1.89606 -1.89606 0 "valid constrained fit"
180 11 22 99 individual_fit -10.2539 -9.1511 -10.3883 0.599674 2.5778 -1.495 -1.495 0 "valid constrained fit"
181 11 22 14 group_fallback nan -9.1511 -9.1511 0.135486 2.83258 -0.257837 -0.257837 -1 "insufficient individual entries"
182 11 22 96 individual_fit -12.4026 -9.1511 -12.1526 0.211721 0.543002 -3.25938 -3.25938 0 "valid constrained fit"
183 11 22 364 individual_fit -7.21655 -9.1511 -7.16578 0.151181 1.83388 1.72748 1.72748 0 "valid constrained fit"
184 11 23 461 individual_fit -7.62415 -8.59764 -7.40819 0.160829 1.71748 1.48507 1.48507 0 "valid constrained fit"
185 11 23 13 group_fallback nan -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 -1 "insufficient individual entries"
186 11 23 39 group_fallback -11.5059 -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 0 "individual constrained fit failed quality criteria"
187 11 23 31 group_fallback nan -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 -1 "insufficient individual entries"
188 11 23 0 unused nan -8.59764 nan nan nan 0 0 -1 "known unused pixel"
189 11 23 82 group_fallback -12.0389 -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 0 "individual constrained fit failed quality criteria"
190 11 23 7 group_fallback nan -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 -1 "insufficient individual entries"
191 11 23 21 group_fallback nan -8.59764 -8.59764 0.120225 2.23496 0.295619 0.295619 -1 "insufficient individual entries"
192 12 24 300 individual_fit -1.89639 -2.95631 -1.78923 0.18812 1.81396 7.10403 7.10403 0 "valid constrained fit"
193 12 24 21 group_fallback nan -2.95631 -2.95631 0.130353 2.39037 5.93695 5.93695 -1 "insufficient individual entries"
194 12 24 11 group_fallback nan -2.95631 -2.95631 0.130353 2.39037 5.93695 5.93695 -1 "insufficient individual entries"
195 12 24 0 unused nan -2.95631 nan nan nan 0 0 -1 "known unused pixel"
196 12 24 64 individual_fit -2.4354 -2.95631 -2.25364 0.637409 2.06581 6.63962 6.63962 0 "valid constrained fit"
197 12 24 43 group_fallback -4.72861 -2.95631 -2.95631 0.130353 2.39037 5.93695 5.93695 0 "individual constrained fit failed quality criteria"
198 12 24 73 individual_fit -5.72529 -2.95631 -4.8024 0.15523 0.500001 4.09086 4.09086 0 "valid constrained fit"
199 12 24 0 unused nan -2.95631 nan nan nan 0 0 -1 "known unused pixel"
200 12 25 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
201 12 25 8 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
202 12 25 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
203 12 25 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
204 12 25 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
205 12 25 15 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
206 12 25 9 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
207 12 25 11 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
208 13 26 68 group_fallback -2.92299 -7.14076 -7.14076 0.0920835 3.03858 1.7525 1.7525 1 "individual constrained fit failed quality criteria"
209 13 26 219 individual_fit -6.30292 -7.14076 -5.57701 0.470192 4.01113 3.31625 3.31625 0 "valid constrained fit"
210 13 26 285 individual_fit -5.95747 -7.14076 -6.9574 0.433016 1.97192 1.93586 1.93586 0 "valid constrained fit"
211 13 26 240 individual_fit -8.54774 -7.14076 -8.3754 0.636537 3.37959 0.517862 0.517862 0 "valid constrained fit"
212 13 26 106 group_fallback -6.02943 -7.14076 -7.14076 0.0920835 3.03858 1.7525 1.7525 0 "individual constrained fit failed quality criteria"
213 13 26 0 unused nan -7.14076 nan nan nan 0 0 -1 "known unused pixel"
214 13 26 235 group_fallback -10.0506 -7.14076 -7.14076 0.0920835 3.03858 1.7525 1.7525 0 "individual constrained fit failed quality criteria"
215 13 26 261 individual_fit -9.79584 -7.14076 -10.0114 0.185606 0.885684 -1.11809 -1.11809 0 "valid constrained fit"
216 13 27 45 individual_fit -10.5755 -8.85682 -11.7669 1.40288 4.44792 -2.87362 -2.87362 0 "valid constrained fit"
217 13 27 77 individual_fit -10.9009 -8.85682 -11.0586 0.46966 1.61066 -2.16537 -2.16537 0 "valid constrained fit"
218 13 27 26 group_fallback nan -8.85682 -8.85682 0.242809 2.68228 0.0364402 0.0364402 -1 "insufficient individual entries"
219 13 27 28 group_fallback nan -8.85682 -8.85682 0.242809 2.68228 0.0364402 0.0364402 -1 "insufficient individual entries"
220 13 27 0 unused nan -8.85682 nan nan nan 0 0 -1 "known unused pixel"
221 13 27 28 group_fallback nan -8.85682 -8.85682 0.242809 2.68228 0.0364402 0.0364402 -1 "insufficient individual entries"
222 13 27 15 group_fallback nan -8.85682 -8.85682 0.242809 2.68228 0.0364402 0.0364402 -1 "insufficient individual entries"
223 13 27 0 group_fallback nan -8.85682 -8.85682 0.242809 2.68228 0.0364402 0.0364402 -1 "insufficient individual entries"
224 14 28 53 group_fallback -3.77773 -6.81325 -6.81325 0.16419 2.52828 2.08 2.08 0 "individual constrained fit failed quality criteria"
225 14 28 14 group_fallback nan -6.81325 -6.81325 0.16419 2.52828 2.08 2.08 -1 "insufficient individual entries"
226 14 28 26 group_fallback nan -6.81325 -6.81325 0.16419 2.52828 2.08 2.08 -1 "insufficient individual entries"
227 14 28 73 individual_fit -5.61633 -6.81325 -5.73768 0.637411 1.89044 3.15558 3.15558 0 "valid constrained fit"
228 14 28 42 individual_fit -7.35245 -6.81325 -7.35288 0.352155 1.01425 1.54038 1.54038 0 "valid constrained fit"
229 14 28 43 individual_fit -8.25596 -6.81325 -7.74862 0.704708 1.53297 1.14464 1.14464 0 "valid constrained fit"
230 14 28 52 individual_fit -8.27433 -6.81325 -9.65535 0.621194 3.33675 -0.762091 -0.762091 0 "valid constrained fit"
231 14 28 50 individual_fit -7.42713 -6.81325 -7.52884 0.436616 1.21418 1.36442 1.36442 0 "valid constrained fit"
232 14 29 98 individual_fit -8.01289 -8.06655 -8.08514 0.761967 2.00007 0.808119 0.808119 0 "valid constrained fit"
233 14 29 171 individual_fit -7.17312 -8.06655 -7.10676 0.555172 2.36735 1.7865 1.7865 0 "valid constrained fit"
234 14 29 209 group_fallback -7.17575 -8.06655 -8.06655 0.0836228 2.33104 0.826709 0.826709 0 "individual constrained fit failed quality criteria"
235 14 29 159 individual_fit -7.8958 -8.06655 -7.75549 0.1937 1.4871 1.13777 1.13777 0 "valid constrained fit"
236 14 29 0 unused nan -8.06655 nan nan nan 0 0 -1 "known unused pixel"
237 14 29 172 individual_fit -9.72515 -8.06655 -9.64047 0.4727 1.73949 -0.747206 -0.747206 0 "valid constrained fit"
238 14 29 93 group_fallback -9.28854 -8.06655 -8.06655 0.0836228 2.33104 0.826709 0.826709 0 "individual constrained fit failed quality criteria"
239 14 29 0 unused nan -8.06655 nan nan nan 0 0 -1 "known unused pixel"
240 15 30 84 group_fallback -1.7995 -6.08978 -6.08978 0.178059 2.99253 2.80348 2.80348 0 "individual constrained fit failed quality criteria"
241 15 30 21 group_fallback nan -6.08978 -6.08978 0.178059 2.99253 2.80348 2.80348 -1 "insufficient individual entries"
242 15 30 101 individual_fit -6.53401 -6.08978 -6.41933 0.491291 2.03547 2.47393 2.47393 0 "valid constrained fit"
243 15 30 16 group_fallback nan -6.08978 -6.08978 0.178059 2.99253 2.80348 2.80348 -1 "insufficient individual entries"
244 15 30 0 unused nan -6.08978 nan nan nan 0 0 -1 "known unused pixel"
245 15 30 14 group_fallback nan -6.08978 -6.08978 0.178059 2.99253 2.80348 2.80348 -1 "insufficient individual entries"
246 15 30 91 individual_fit -6.65843 -6.08978 -6.68313 0.348645 2.09893 2.21013 2.21013 0 "valid constrained fit"
247 15 30 141 individual_fit -6.65649 -6.08978 -6.49168 0.295995 1.94068 2.40158 2.40158 0 "valid constrained fit"
