# CDet hierarchical eight-pixel-group timing diagnostic
# reference median of valid individual centroids
# manual LE-versus-TOT cuts: CDet_pixel_quality_cuts.root (loaded 102)
# pixel bar group entries manual_2d_cut source broad_mu_ns group_mu_ns used_mu_ns used_mu_err_ns used_sigma_ns correction_ns total_offset_ns fit_status reason
69 4 8 3 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
70 4 8 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
71 4 8 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
72 4 9 39 0 group_fallback -8.74903 -7.60854 -7.60854 0.196882 2.73922 0.0537835 8.89503 0 "individual constrained fit failed quality criteria"
73 4 9 36 0 individual_fit -3.55304 -7.60854 -7.75351 0.283445 0.5688 -0.0911864 4.12434 0 "valid constrained fit"
74 4 9 47 0 individual_fit -7.05354 -7.60854 -7.20612 0.386923 0.955828 0.456196 5.11334 0 "valid constrained fit"
75 4 9 31 1 group_fallback nan -7.60854 -7.60854 0.196882 2.73922 0.0537835 4.50158 -1 "manual selection has insufficient individual entries"
76 4 9 49 0 group_fallback -6.85882 -7.60854 -7.60854 0.196882 2.73922 0.0537835 5.65811 0 "individual constrained fit failed quality criteria"
77 4 9 42 0 group_fallback -10.7769 -7.60854 -7.60854 0.196882 2.73922 0.0537835 11.3696 0 "individual constrained fit failed quality criteria"
78 4 9 41 0 individual_fit -7.64583 -7.60854 -7.528 0.705457 1.98054 0.134321 6.57905 0 "valid constrained fit"
79 4 9 0 0 unused nan -7.60854 nan nan nan 0 0 -1 "known unused pixel"
80 5 10 12 0 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 6.61252 -1 "insufficient individual entries"
81 5 10 8 0 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 6.61252 -1 "insufficient individual entries"
82 5 10 33 0 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 6.61252 -1 "insufficient individual entries"
83 5 10 0 0 unused nan -7.85625 nan nan nan 0 0 -1 "known unused pixel"
84 5 10 20 0 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 6.61252 -1 "insufficient individual entries"
85 5 10 3 0 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 6.61252 -1 "insufficient individual entries"
86 5 10 23 1 group_fallback nan -7.85625 -7.85625 0.418724 3.29103 -0.193935 12.3875 -1 "manual selection has insufficient individual entries"
87 5 10 67 0 individual_fit -8.66464 -7.85625 -6.2867 0.349124 0.643442 1.37562 9.90279 0 "valid constrained fit"
88 5 11 5 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
89 5 11 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
90 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
91 5 11 2 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
92 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
93 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
94 5 11 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
95 5 11 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
96 6 12 0 0 retained_existing nan nan nan nan nan 0 24.7731 -1 "invalid group fit and insufficient individual entries"
97 6 12 0 0 retained_existing nan nan nan nan nan 0 24.7731 -1 "invalid group fit and insufficient individual entries"
98 6 12 0 0 retained_existing nan nan nan nan nan 0 24.7731 -1 "invalid group fit and insufficient individual entries"
99 6 12 0 0 retained_existing nan nan nan nan nan 0 24.7731 -1 "invalid group fit and insufficient individual entries"
100 6 12 44 1 manual_2d_fit -7.59556 nan -7.59556 1.25245 2.49881 0.0667599 23.0702 0 "valid fit seeded from manually selected two-dimensional population"
101 6 12 1 1 retained_existing nan nan nan nan nan 0 5.24046 -1 "manual selection and invalid group have insufficient entries"
102 6 12 19 1 retained_existing nan nan nan nan nan 0 24.7643 -1 "manual selection and invalid group have insufficient entries"
103 6 12 34 0 retained_existing nan nan nan nan nan 0 24.7731 -1 "invalid group fit and insufficient individual entries"
104 6 13 3 1 group_fallback nan -7.91167 -7.91167 0.219005 3.44879 -0.249354 5.49204 -1 "manual selection has insufficient individual entries"
105 6 13 104 0 individual_fit -6.72064 -7.91167 -7.26291 0.879629 2.78726 0.399412 8.43751 0 "valid constrained fit"
106 6 13 83 0 individual_fit -7.70894 -7.91167 -7.63857 0.515774 1.65608 0.0237496 7.77531 0 "valid constrained fit"
107 6 13 42 0 individual_fit -8.07319 -7.91167 -7.92105 0.41988 1.03779 -0.258734 11.5199 0 "valid constrained fit"
108 6 13 87 0 individual_fit -7.94723 -7.91167 -8.16891 0.703988 2.65408 -0.506594 10.7765 0 "valid constrained fit"
109 6 13 0 0 unused nan -7.91167 nan nan nan 0 0 -1 "known unused pixel"
110 6 13 82 0 individual_fit -5.61069 -7.91167 -4.34213 0.952999 4.50536 3.32019 8.5019 0 "valid constrained fit"
111 6 13 0 0 unused nan -7.91167 nan nan nan 0 0 -1 "known unused pixel"
112 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
113 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
114 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
115 7 14 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
116 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
117 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
118 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
119 7 14 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
120 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
121 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
122 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
123 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
124 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
125 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
126 7 15 0 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
127 7 15 0 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
128 8 16 16 0 group_fallback nan -7.62178 -7.62178 0.165143 2.83186 0.0405393 5.00091 -1 "insufficient individual entries"
129 8 16 57 0 group_fallback -11.874 -7.62178 -7.62178 0.165143 2.83186 0.0405393 5.3559 0 "individual constrained fit failed quality criteria"
130 8 16 45 0 individual_fit -7.50177 -7.62178 -7.45514 0.748319 2.23187 0.207175 6.09902 0 "valid constrained fit"
131 8 16 17 0 group_fallback nan -7.62178 -7.62178 0.165143 2.83186 0.0405393 5.00091 -1 "insufficient individual entries"
132 8 16 67 0 group_fallback -8.41481 -7.62178 -7.62178 0.165143 2.83186 0.0405393 6.56717 0 "individual constrained fit failed quality criteria"
133 8 16 54 0 individual_fit -5.44827 -7.62178 -7.42652 0.730906 0.864054 0.235802 2.55314 0 "valid constrained fit"
134 8 16 70 0 individual_fit -7.44188 -7.62178 -7.43734 0.421864 1.68273 0.224983 5.99411 0 "valid constrained fit"
135 8 16 75 0 individual_fit -7.31154 -7.62178 -7.21941 0.465922 1.65127 0.442913 3.32751 0 "valid constrained fit"
136 8 17 174 0 individual_fit -7.31441 -7.43146 -7.45252 0.293437 1.89139 0.209801 5.08646 0 "valid constrained fit"
137 8 17 135 0 individual_fit -7.19044 -7.43146 -7.55991 0.471034 2.7189 0.102411 3.13338 0 "valid constrained fit"
138 8 17 113 0 individual_fit -7.93917 -7.43146 -7.5772 0.388177 1.88277 0.0851156 4.30297 0 "valid constrained fit"
139 8 17 174 0 individual_fit -7.56836 -7.43146 -7.96345 0.978305 3.95705 -0.301133 4.58461 0 "valid constrained fit"
140 8 17 0 0 unused nan -7.43146 nan nan nan 0 0 -1 "known unused pixel"
141 8 17 150 0 individual_fit -7.04428 -7.43146 -7.37597 0.579169 3.21635 0.286351 3.16094 0 "valid constrained fit"
142 8 17 14 0 group_fallback nan -7.43146 -7.43146 0.12518 3.09801 0.230864 3.96747 -1 "insufficient individual entries"
143 8 17 0 0 unused nan -7.43146 nan nan nan 0 0 -1 "known unused pixel"
144 9 18 80 0 individual_fit -7.31261 -7.70468 -7.73124 0.373183 1.50372 -0.0689186 3.8837 0 "valid constrained fit"
145 9 18 0 0 unused nan -7.70468 nan nan nan 0 0 -1 "known unused pixel"
146 9 18 15 0 group_fallback nan -7.70468 -7.70468 0.259908 3.1607 -0.0423575 0.155302 -1 "insufficient individual entries"
147 9 18 0 0 group_fallback nan -7.70468 -7.70468 0.259908 3.1607 -0.0423575 0.155302 -1 "insufficient individual entries"
148 9 18 66 0 group_fallback -9.02867 -7.70468 -7.70468 0.259908 3.1607 -0.0423575 5.49218 0 "individual constrained fit failed quality criteria"
149 9 18 36 0 individual_fit -8.15615 -7.70468 -9.83462 0.289704 0.500002 -2.1723 -1.88962 0 "valid constrained fit"
150 9 18 23 0 group_fallback nan -7.70468 -7.70468 0.259908 3.1607 -0.0423575 0.155302 -1 "insufficient individual entries"
151 9 18 21 0 group_fallback nan -7.70468 -7.70468 0.259908 3.1607 -0.0423575 0.155302 -1 "insufficient individual entries"
152 9 19 80 0 individual_fit -7.96501 -8.24135 -7.59435 0.670692 2.21719 0.0679662 3.93828 0 "valid constrained fit"
153 9 19 221 0 individual_fit -8.47922 -8.24135 -8.00484 0.332032 2.18548 -0.342523 4.16932 0 "valid constrained fit"
154 9 19 527 0 individual_fit -8.39904 -8.24135 -7.13307 0.543959 3.15039 0.529251 4.85443 0 "valid constrained fit"
155 9 19 523 0 individual_fit -8.31482 -8.24135 -7.55104 0.178346 1.77346 0.11128 3.53551 0 "valid constrained fit"
156 9 19 0 0 unused nan -8.24135 nan nan nan 0 0 -1 "known unused pixel"
157 9 19 61 0 group_fallback -7.69515 -8.24135 -8.24135 0.0603337 2.56072 -0.579035 0.633432 0 "individual constrained fit failed quality criteria"
158 9 19 608 0 individual_fit -8.15708 -8.24135 -7.54363 0.480274 2.69872 0.11869 5.31497 0 "valid constrained fit"
159 9 19 554 0 individual_fit -8.16105 -8.24135 -7.77621 0.39038 2.88498 -0.113893 5.11273 0 "valid constrained fit"
160 10 20 279 0 individual_fit -8.30899 -8.02035 -8.02349 0.411542 2.77932 -0.361166 4.57094 0 "valid constrained fit"
161 10 20 0 0 group_fallback nan -8.02035 -8.02035 0.0940679 2.85088 -0.358035 -3.11249 -1 "insufficient individual entries"
162 10 20 152 0 individual_fit -7.86069 -8.02035 -7.57165 0.563487 3.26681 0.0906714 -2.38039 0 "valid constrained fit"
163 10 20 211 0 individual_fit -8.1684 -8.02035 -7.64897 0.394334 2.75067 0.0133464 0.618101 0 "valid constrained fit"
164 10 20 179 0 individual_fit -8.29119 -8.02035 -7.84735 0.227189 1.38493 -0.185029 -0.286483 0 "valid constrained fit"
165 10 20 60 0 individual_fit -5.47201 -8.02035 -4.01043 0.887967 3.60058 3.65188 -0.795907 0 "valid constrained fit"
166 10 20 36 0 group_fallback -5.03337 -8.02035 -8.02035 0.0940679 2.85088 -0.358035 -2.92982 0 "individual constrained fit failed quality criteria"
167 10 20 192 0 individual_fit -7.6381 -8.02035 -7.6312 0.340817 2.26019 0.0311187 -1.44017 0 "valid constrained fit"
168 10 21 178 0 individual_fit -8.34763 -8.18171 -7.96269 0.431091 2.52359 -0.300373 0.768249 0 "valid constrained fit"
169 10 21 421 0 individual_fit -7.72353 -8.18171 -7.58298 0.404604 3.21075 0.0793395 1.14778 0 "valid constrained fit"
170 10 21 375 0 individual_fit -7.70402 -8.18171 -7.6082 0.481716 2.74646 0.0541239 -0.761671 0 "valid constrained fit"
171 10 21 113 0 individual_fit -8.01644 -8.18171 -7.79677 0.395407 2.07664 -0.134449 -0.56408 0 "valid constrained fit"
172 10 21 0 0 unused nan -8.18171 nan nan nan 0 0 -1 "known unused pixel"
173 10 21 26 0 group_fallback nan -8.18171 -8.18171 0.0908781 2.99716 -0.519389 -3.09444 -1 "insufficient individual entries"
174 10 21 307 0 individual_fit -9.42077 -8.18171 -7.97709 0.377962 2.0855 -0.314774 0.775336 0 "valid constrained fit"
175 10 21 0 0 unused nan -8.18171 nan nan nan 0 0 -1 "known unused pixel"
176 11 22 0 0 unused nan -7.75157 nan nan nan 0 0 -1 "known unused pixel"
177 11 22 19 0 group_fallback nan -7.75157 -7.75157 0.123708 2.79695 -0.0892499 -0.694812 -1 "insufficient individual entries"
178 11 22 35 0 individual_fit -8.71534 -7.75157 -8.51936 0.788204 0.907801 -0.857041 -3.86316 0 "valid constrained fit"
179 11 22 44 0 group_fallback -7.80609 -7.75157 -7.75157 0.123708 2.79695 -0.0892499 -0.735163 0 "individual constrained fit failed quality criteria"
180 11 22 119 0 individual_fit -7.96971 -7.75157 -7.47806 0.679066 2.84328 0.184257 -0.440878 0 "valid constrained fit"
181 11 22 16 0 group_fallback nan -7.75157 -7.75157 0.123708 2.79695 -0.0892499 -0.694812 -1 "insufficient individual entries"
182 11 22 137 0 individual_fit -8.37761 -7.75157 -7.77657 0.426034 1.94658 -0.114256 -1.19273 0 "valid constrained fit"
183 11 22 394 0 group_fallback -6.75419 -7.75157 -7.75157 0.123708 2.79695 -0.0892499 1.83933 0 "individual constrained fit failed quality criteria"
184 11 23 506 0 individual_fit -9.07014 -8.40343 -8.00426 0.201184 2.06515 -0.341936 4.0032 0 "valid constrained fit"
185 11 23 16 0 group_fallback nan -8.40343 -8.40343 0.134797 3.05234 -0.741107 -4.22252 -1 "insufficient individual entries"
186 11 23 41 0 individual_fit -7.75845 -8.40343 -7.96145 0.714667 1.31057 -0.299133 -0.599539 0 "valid constrained fit"
187 11 23 34 0 group_fallback nan -8.40343 -8.40343 0.134797 3.05234 -0.741107 -4.22252 -1 "insufficient individual entries"
188 11 23 0 0 unused nan -8.40343 nan nan nan 0 0 -1 "known unused pixel"
189 11 23 97 0 individual_fit -7.71063 -8.40343 -7.44715 0.580566 2.68418 0.215166 -0.262004 0 "valid constrained fit"
190 11 23 12 0 group_fallback nan -8.40343 -8.40343 0.134797 3.05234 -0.741107 -4.22252 -1 "insufficient individual entries"
191 11 23 24 0 group_fallback nan -8.40343 -8.40343 0.134797 3.05234 -0.741107 -4.22252 -1 "insufficient individual entries"
192 12 24 350 1 manual_2d_fit -8.15608 -8.06317 -7.69038 0.203014 2.28182 -0.0280614 9.51355 0 "valid fit seeded from manually selected two-dimensional population"
193 12 24 26 0 group_fallback nan -8.06317 -8.06317 0.167189 2.91175 -0.400851 2.46131 -1 "insufficient individual entries"
194 12 24 14 0 group_fallback nan -8.06317 -8.06317 0.167189 2.91175 -0.400851 2.46131 -1 "insufficient individual entries"
195 12 24 0 0 unused nan -8.06317 nan nan nan 0 0 -1 "known unused pixel"
196 12 24 75 1 manual_2d_fit -6.94933 -8.06317 -6.9493 0.639356 2.61403 0.713024 5.98599 0 "valid fit seeded from manually selected two-dimensional population"
197 12 24 10 1 group_fallback nan -8.06317 -8.06317 0.167189 2.91175 -0.400851 0.0886397 -1 "manual selection has insufficient individual entries"
198 12 24 28 1 group_fallback nan -8.06317 -8.06317 0.167189 2.91175 -0.400851 3.13295 -1 "manual selection has insufficient individual entries"
199 12 24 0 0 unused nan -8.06317 nan nan nan 0 0 -1 "known unused pixel"
200 12 25 3 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
201 12 25 10 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
202 12 25 8 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
203 12 25 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
204 12 25 1 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
205 12 25 18 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
206 12 25 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
207 12 25 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
208 13 26 84 0 group_fallback -7.25488 -7.48069 -7.48069 0.0912779 3.46334 0.181632 6.83054 0 "individual constrained fit failed quality criteria"
209 13 26 237 0 individual_fit -8.28565 -7.48069 -7.57494 0.65825 2.4114 0.0873822 4.95026 0 "valid constrained fit"
210 13 26 330 0 individual_fit -7.38537 -7.48069 -7.84998 0.403026 2.96847 -0.18766 3.95813 0 "valid constrained fit"
211 13 26 275 0 individual_fit -6.91729 -7.48069 -7.77364 0.215593 1.87302 -0.111326 2.15273 0 "valid constrained fit"
212 13 26 134 0 individual_fit -13.7804 -7.48069 -8.03278 0.414141 0.761712 -0.370463 7.46872 0 "valid constrained fit"
213 13 26 0 0 unused nan -7.48069 nan nan nan 0 0 -1 "known unused pixel"
214 13 26 295 0 individual_fit -7.34708 -7.48069 -7.69473 0.167526 1.57409 -0.0324142 0.691257 0 "valid constrained fit"
215 13 26 302 0 individual_fit -7.35725 -7.48069 -7.74935 0.213591 1.87393 -0.0870276 1.08795 0 "valid constrained fit"
216 13 27 66 0 individual_fit -6.88085 -7.73072 -8.13035 0.391576 0.641109 -0.468032 0.623573 0 "valid constrained fit"
217 13 27 110 0 group_fallback -7.74058 -7.73072 -7.73072 0.220185 3.04208 -0.0684009 0.158361 0 "individual constrained fit failed quality criteria"
218 13 27 29 0 group_fallback nan -7.73072 -7.73072 0.220185 3.04208 -0.0684009 3.42045 -1 "insufficient individual entries"
219 13 27 30 0 group_fallback nan -7.73072 -7.73072 0.220185 3.04208 -0.0684009 3.42045 -1 "insufficient individual entries"
220 13 27 0 0 unused nan -7.73072 nan nan nan 0 0 -1 "known unused pixel"
221 13 27 33 0 group_fallback nan -7.73072 -7.73072 0.220185 3.04208 -0.0684009 3.42045 -1 "insufficient individual entries"
222 13 27 21 0 group_fallback nan -7.73072 -7.73072 0.220185 3.04208 -0.0684009 3.42045 -1 "insufficient individual entries"
223 13 27 0 0 group_fallback nan -7.73072 -7.73072 0.220185 3.04208 -0.0684009 3.42045 -1 "insufficient individual entries"
224 14 28 68 0 individual_fit -7.58072 -7.71267 -7.60327 0.405429 1.37693 0.0590521 5.45935 0 "valid constrained fit"
225 14 28 19 0 group_fallback nan -7.71267 -7.71267 0.179021 3.12945 -0.050348 3.86665 -1 "insufficient individual entries"
226 14 28 40 0 individual_fit -9.5063 -7.71267 -11.0141 1.07159 4.17755 -3.35177 1.83862 0 "valid constrained fit"
227 14 28 83 0 individual_fit -7.66886 -7.71267 -7.64671 0.569717 2.59997 0.0156048 5.45603 0 "valid constrained fit"
228 14 28 59 0 individual_fit -7.92783 -7.71267 -7.86301 0.566569 1.21611 -0.200694 4.37341 0 "valid constrained fit"
229 14 28 58 0 individual_fit -7.67517 -7.71267 -7.69409 0.626483 2.194 -0.0317684 2.22846 0 "valid constrained fit"
230 14 28 58 0 group_fallback -4.69057 -7.71267 -7.71267 0.179021 3.12945 -0.050348 -0.612653 0 "individual constrained fit failed quality criteria"
231 14 28 67 0 individual_fit -7.77676 -7.71267 -7.49154 0.584569 1.65798 0.170782 3.96743 0 "valid constrained fit"
232 14 29 111 0 individual_fit -7.27417 -7.92079 -7.92439 0.584403 2.25683 -0.26207 1.91311 0 "valid constrained fit"
233 14 29 185 0 individual_fit -7.70656 -7.92079 -7.66971 1.03701 3.60436 -0.00739087 3.23525 0 "valid constrained fit"
234 14 29 226 0 individual_fit -8.27709 -7.92079 -7.61532 0.266713 1.80048 0.0470005 4.01068 0 "valid constrained fit"
235 14 29 180 0 individual_fit -8.36973 -7.92079 -7.63367 0.219844 1.28768 0.0286445 3.5849 0 "valid constrained fit"
236 14 29 0 0 unused nan -7.92079 nan nan nan 0 0 -1 "known unused pixel"
237 14 29 216 0 individual_fit -7.98159 -7.92079 -8.02851 0.292415 2.10067 -0.36619 0.919074 0 "valid constrained fit"
